soil_type,n_ratio,p_ratio,k_ratio,ph_level,avg_temp,avg_humidity,avg_rainfall,water_availability,irrigation_type,land_area,season,crop,age,education,annual_income,farming_experience,agro_climatic_zone,using_uzhavan_app,watch_agri_youtube,in_whatsapp_groups,adoption_level,technologies_used
Clay,129,98,192,3.5,23.4,35.7,203.3,Low,Borewell,13.8,Rabi,Millets,70,No Formal,455911,21,Coastal,0,0,1,Low,"['Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Sprinkler Irrigation']"
Clay,60,10,44,9.3,40.0,51.9,135.8,High,Borewell,9.0,Kharif,Paddy,20,Middle,727947,45,Coastal,0,1,0,Medium,"['Mulching Sheets', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Soil Testing Kit']"
Red,17,69,31,7.7,22.4,73.3,150.4,Low,Sprinkler,2.2,Rabi,Millets,72,Middle,602655,12,Hilly,0,1,1,Medium,"['Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Mulching Sheets', 'Soil Testing Kit']"
Clay,53,112,185,7.4,16.9,78.3,142.7,Low,Sprinkler,12.6,Rabi,Millets,39,Degree,781445,10,Coastal,0,1,1,High,"['Soil Testing Kit', 'Drone Spraying', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Mulching Sheets', 'Weather Forecast Mobile App']"
Red,137,138,84,5.9,22.2,62.3,153.8,Medium,Sprinkler,7.5,Rabi,Millets,57,No Formal,247601,28,Coastal,0,0,0,Low,['Uzhavan Mobile App']
Sandy,134,137,17,5.9,36.0,54.4,35.0,High,Drip,18.9,Rabi,Millets,64,Middle,250315,24,Dry,0,0,1,Low,"['Soil Testing Kit', 'Weather Forecast Mobile App', 'Drone Spraying']"
Black,36,85,114,4.0,33.2,28.3,50.8,Medium,Canal,19.9,Rabi,Millets,58,No Formal,308231,48,Hilly,0,1,1,Low,"['Farm Mechanization Tools', 'Sprinkler Irrigation']"
Red,59,38,170,6.9,30.3,40.6,35.6,Low,Canal,15.7,Rabi,Millets,45,Postgraduate,562196,16,Delta,0,0,1,Medium,"['Soil Testing Kit', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Sprinkler Irrigation']"
Black,103,131,194,4.4,25.9,70.0,79.5,Low,Canal,6.8,Kharif,Millets,42,Primary,731261,19,Delta,0,1,0,Medium,"['Mulching Sheets', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Weather Forecast Mobile App']"
Clay,50,84,43,8.0,23.4,21.1,221.7,Medium,Rainfed,15.5,Rabi,Millets,21,Degree,985990,24,Dry,0,1,1,High,"['Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Drip Irrigation', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Weather Forecast Mobile App']"
Alluvial,15,48,148,3.6,30.6,58.9,167.1,Low,Canal,15.3,Rabi,Millets,57,Diploma,898181,44,Coastal,1,0,0,High,"['Sprinkler Irrigation', 'Mulching Sheets', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Soil Moisture Sensor']"
Black,101,43,145,3.8,37.8,55.6,24.7,Medium,Rainfed,17.8,Kharif,Millets,27,High,608489,28,Hilly,1,1,1,High,"['Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Mulching Sheets', 'Soil Testing Kit', 'Drip Irrigation', 'Soil Moisture Sensor', 'Drone Spraying']"
Alluvial,86,60,72,6.4,34.0,82.5,53.9,Medium,Drip,1.5,Rabi,Millets,19,Degree,716215,34,Delta,0,0,1,Medium,"['Uzhavan Mobile App', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Drip Irrigation', 'Farm Mechanization Tools']"
Alluvial,29,34,111,8.1,21.6,39.5,287.0,Low,Canal,11.6,Kharif,Millets,68,Degree,342575,43,Delta,0,0,1,Medium,"['Drone Spraying', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Uzhavan Mobile App']"
Sandy,38,135,27,6.6,19.1,62.4,227.3,Medium,Canal,19.1,Kharif,Millets,45,Middle,380254,15,Coastal,0,1,1,Low,"['Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Uzhavan Mobile App']"
Red,42,119,17,9.6,31.7,85.0,117.6,Medium,Drip,5.3,Rabi,Millets,46,Middle,456472,37,Hilly,0,1,0,Low,"['Mulching Sheets', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Sprinkler Irrigation']"
Alluvial,74,100,151,5.6,33.3,92.8,137.0,Low,Rainfed,15.3,Kharif,Millets,55,No Formal,68001,28,Dry,1,1,0,Low,"['Sprinkler Irrigation', 'Mulching Sheets', 'Soil Moisture Sensor', 'Weather Forecast Mobile App']"
Clay,70,23,198,6.9,18.5,79.4,58.3,Medium,Canal,1.4,Kharif,Millets,62,Postgraduate,172082,44,Dry,1,0,1,Medium,"['Drone Spraying', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Alluvial,40,45,33,6.8,35.2,31.2,286.3,High,Sprinkler,14.4,Rabi,Millets,25,Postgraduate,110543,19,Coastal,1,1,1,High,"['Soil Testing Kit', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Mulching Sheets']"
Alluvial,130,35,34,4.9,19.1,85.3,54.7,High,Borewell,14.3,Rabi,Millets,25,Degree,951139,44,Dry,0,1,0,Medium,"['Mulching Sheets', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Drone Spraying']"
Clay,87,108,62,8.4,32.0,86.4,69.5,Medium,Canal,5.8,Rabi,Millets,46,Degree,602588,12,Delta,0,1,0,High,"['Soil Testing Kit', 'Drone Spraying', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Mulching Sheets', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Alluvial,26,64,63,6.3,16.4,71.0,261.5,Low,Drip,12.4,Rabi,Millets,30,Degree,993060,6,Delta,0,0,1,Medium,"['Mulching Sheets', 'Farm Mechanization Tools', 'Drone Spraying', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Drip Irrigation']"
Black,112,27,125,4.8,21.4,76.7,133.3,Medium,Canal,1.5,Kharif,Millets,56,Middle,67549,25,Hilly,1,1,0,Medium,"['Mulching Sheets', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Uzhavan Mobile App']"
Black,75,37,182,4.3,35.8,74.8,229.6,Medium,Sprinkler,10.6,Rabi,Millets,57,Higher Secondary,980609,20,Dry,1,1,0,Medium,"['Uzhavan Mobile App', 'Drip Irrigation', 'Drone Spraying', 'Soil Testing Kit', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Farm Mechanization Tools']"
Clay,72,86,200,5.1,17.7,26.2,193.3,Low,Sprinkler,15.9,Kharif,Millets,21,Diploma,760705,36,Hilly,0,0,0,Medium,"['Soil Testing Kit', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Drip Irrigation']"
Red,56,35,165,3.6,33.9,75.8,136.3,Medium,Rainfed,9.6,Rabi,Millets,64,Diploma,688636,48,Dry,1,0,0,Medium,"['Drip Irrigation', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Farm Mechanization Tools', 'Drone Spraying', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Greenhouse / Polyhouse']"
Red,6,110,201,4.3,38.2,86.5,105.5,Medium,Drip,13.8,Kharif,Millets,35,Postgraduate,148165,8,Dry,1,1,1,Medium,"['Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Mulching Sheets', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Drip Irrigation', 'Farm Mechanization Tools']"
Alluvial,45,102,33,9.2,35.2,57.5,296.1,Low,Borewell,3.7,Kharif,Millets,26,Diploma,878443,19,Hilly,0,1,0,Medium,"['Soil Moisture Sensor', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Drone Spraying', 'Farm Mechanization Tools']"
Sandy,64,62,35,4.6,34.3,53.4,129.7,Medium,Sprinkler,16.6,Kharif,Millets,71,Diploma,601425,31,Hilly,1,0,1,High,"['Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Drone Spraying']"
Sandy,20,77,149,3.9,25.0,26.8,130.8,Medium,Sprinkler,9.0,Rabi,Millets,56,Primary,314970,13,Hilly,0,1,0,Low,"['Uzhavan Mobile App', 'Sprinkler Irrigation']"
Red,71,90,146,9.2,25.4,47.5,104.7,High,Canal,11.9,Kharif,Millets,48,Degree,722094,1,Coastal,1,1,0,High,"['Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Drip Irrigation', 'Mulching Sheets', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Soil Testing Kit']"
Black,22,107,62,6.6,38.6,73.8,193.8,Low,Canal,1.5,Rabi,Millets,53,Primary,275177,49,Coastal,1,0,1,Medium,"['Drip Irrigation', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Mulching Sheets']"
Sandy,109,126,121,8.6,16.8,50.8,96.7,Medium,Sprinkler,12.6,Kharif,Millets,48,Diploma,340616,1,Coastal,1,1,0,Medium,"['Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Soil Moisture Sensor', 'Mulching Sheets']"
Red,7,113,120,8.0,29.2,44.5,264.5,Medium,Canal,14.7,Kharif,Millets,74,High,131609,25,Hilly,0,1,1,Medium,"['Drip Irrigation', 'Soil Testing Kit', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Farm Mechanization Tools']"
Red,98,54,144,6.6,37.4,58.9,214.9,High,Canal,8.1,Kharif,Millets,73,Postgraduate,912770,21,Delta,1,1,0,High,"['Soil Moisture Sensor', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drone Spraying', 'Drip Irrigation']"
Alluvial,6,142,144,8.9,39.8,26.3,105.6,Medium,Canal,9.5,Rabi,Millets,73,Middle,509990,41,Dry,1,1,0,Medium,"['Soil Moisture Sensor', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Drone Spraying']"
Sandy,132,144,54,6.6,30.0,87.2,255.7,Low,Canal,14.5,Kharif,Millets,46,High,630140,10,Coastal,0,1,0,Medium,"['Farm Mechanization Tools', 'Drip Irrigation', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Drone Spraying', 'Uzhavan Mobile App']"
Red,106,57,102,8.7,19.9,76.0,277.2,Medium,Borewell,9.6,Rabi,Millets,43,Degree,931859,44,Coastal,1,1,1,High,"['Uzhavan Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Drone Spraying', 'Soil Testing Kit', 'Drip Irrigation', 'Sprinkler Irrigation', 'Mulching Sheets']"
Black,9,56,42,8.1,16.4,55.0,242.2,High,Canal,13.9,Kharif,Sugarcane,30,Diploma,930555,7,Delta,1,1,1,High,"['Soil Testing Kit', 'Sprinkler Irrigation', 'Drone Spraying', 'Uzhavan Mobile App', 'Mulching Sheets', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Red,79,102,77,5.4,33.5,74.3,250.0,Low,Canal,13.7,Kharif,Millets,69,Degree,290024,31,Delta,1,1,1,High,"['Drone Spraying', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Drip Irrigation']"
Clay,39,9,193,4.0,29.1,39.0,237.0,High,Sprinkler,10.6,Kharif,Paddy,50,Primary,150788,8,Hilly,0,1,1,Medium,"['Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Mulching Sheets']"
Clay,137,17,112,4.6,32.2,84.5,194.3,High,Drip,17.5,Kharif,Paddy,50,Higher Secondary,298436,28,Hilly,0,1,0,Medium,"['Mulching Sheets', 'Sprinkler Irrigation', 'Drip Irrigation', 'Soil Testing Kit', 'Drone Spraying']"
Sandy,13,77,114,4.4,27.7,81.0,175.6,High,Drip,5.4,Kharif,Millets,36,No Formal,956955,11,Delta,1,1,1,Medium,"['Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Mulching Sheets', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse']"
Alluvial,81,47,125,7.1,28.8,73.1,108.1,Low,Borewell,12.3,Kharif,Millets,33,High,564303,41,Dry,1,0,1,High,"['Drone Spraying', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Drip Irrigation']"
Sandy,2,121,78,5.7,30.6,91.8,276.3,Low,Borewell,6.7,Kharif,Millets,31,High,989794,4,Coastal,1,1,0,High,"['Soil Testing Kit', 'Uzhavan Mobile App', 'Drone Spraying', 'Drip Irrigation', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets']"
Clay,58,102,61,6.7,18.0,94.0,195.5,Medium,Drip,16.2,Rabi,Millets,31,Higher Secondary,436458,46,Coastal,1,0,1,Medium,"['Soil Testing Kit', 'Uzhavan Mobile App', 'Drone Spraying', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Drip Irrigation']"
Sandy,130,125,157,3.8,33.1,83.9,250.7,Medium,Canal,2.3,Rabi,Millets,20,Middle,780110,3,Coastal,1,0,1,Medium,"['Drip Irrigation', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drone Spraying']"
Red,49,17,160,5.4,25.0,53.4,108.2,High,Drip,12.3,Kharif,Millets,39,Degree,226622,36,Coastal,1,1,1,High,"['Uzhavan Mobile App', 'Drone Spraying', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Greenhouse / Polyhouse']"
Black,86,62,58,7.9,15.9,76.9,48.2,Low,Drip,16.8,Kharif,Millets,50,Degree,127469,42,Dry,1,1,1,Medium,"['Greenhouse / Polyhouse', 'Drone Spraying', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Drip Irrigation', 'Mulching Sheets', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Weather Forecast Mobile App']"
Sandy,76,88,162,8.2,39.5,83.8,294.2,Medium,Borewell,1.2,Rabi,Millets,51,High,744425,28,Delta,1,1,0,Medium,"['Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Sprinkler Irrigation', 'Farm Mechanization Tools']"
Clay,1,40,33,4.1,21.6,64.1,247.2,Low,Borewell,11.4,Kharif,Millets,38,High,276211,40,Delta,0,1,1,Medium,"['Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Drone Spraying', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Mulching Sheets']"
Alluvial,14,139,108,6.4,26.8,47.7,273.3,High,Borewell,10.6,Kharif,Millets,56,Primary,122720,17,Delta,1,0,0,Low,"['Soil Moisture Sensor', 'Greenhouse / Polyhouse']"
Black,106,19,42,8.7,34.3,53.3,271.1,High,Borewell,9.2,Kharif,Sugarcane,53,Primary,445168,4,Dry,0,1,0,Low,"['Soil Testing Kit', 'Sprinkler Irrigation', 'Weather Forecast Mobile App']"
Black,87,119,30,8.3,36.6,35.3,163.8,Medium,Canal,7.7,Kharif,Millets,33,Middle,555874,17,Coastal,1,0,0,Medium,"['Soil Testing Kit', 'Weather Forecast Mobile App', 'Drone Spraying', 'Uzhavan Mobile App', 'Mulching Sheets']"
Black,21,7,179,6.2,34.4,39.3,289.5,Medium,Drip,11.6,Kharif,Millets,58,Diploma,658495,46,Coastal,0,0,1,Medium,"['Drip Irrigation', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Soil Testing Kit']"
Red,54,53,119,4.3,37.8,44.6,173.6,Medium,Sprinkler,1.3,Kharif,Millets,36,Higher Secondary,185568,45,Hilly,0,1,1,Medium,"['Drip Irrigation', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Drone Spraying', 'Farm Mechanization Tools']"
Sandy,98,28,57,7.7,28.9,33.2,81.7,Medium,Borewell,4.7,Rabi,Millets,50,Postgraduate,285370,35,Hilly,0,1,1,Medium,"['Drip Irrigation', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App']"
Black,5,68,75,6.1,30.1,82.2,112.8,High,Borewell,3.3,Rabi,Sugarcane,25,No Formal,658060,43,Delta,0,1,0,Low,"['Drip Irrigation', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Sandy,84,41,170,9.9,23.4,92.4,50.5,High,Canal,8.8,Kharif,Millets,36,Higher Secondary,538745,1,Hilly,0,1,0,Medium,"['Soil Testing Kit', 'Drone Spraying', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Uzhavan Mobile App']"
Clay,17,16,41,8.1,30.2,70.0,30.0,Low,Drip,10.7,Kharif,Millets,70,Postgraduate,780782,24,Dry,1,1,0,High,"['Drip Irrigation', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Mulching Sheets']"
Black,39,75,33,7.3,29.2,88.3,181.2,High,Borewell,5.2,Kharif,Sugarcane,23,Middle,134476,39,Hilly,0,1,0,Medium,"['Soil Moisture Sensor', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools']"
Black,56,69,182,6.1,39.3,43.7,269.4,Low,Drip,9.2,Rabi,Millets,60,Primary,305288,8,Hilly,1,1,0,Low,"['Farm Mechanization Tools', 'Mulching Sheets', 'Soil Testing Kit', 'Drip Irrigation', 'Weather Forecast Mobile App']"
Clay,92,14,165,7.2,34.8,39.0,194.8,High,Canal,2.9,Rabi,Paddy,65,No Formal,687364,19,Delta,1,1,0,Low,"['Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Uzhavan Mobile App']"
Clay,128,110,165,9.0,20.3,36.5,132.7,Medium,Sprinkler,10.1,Rabi,Millets,66,Diploma,149668,15,Coastal,1,0,0,Medium,"['Drone Spraying', 'Farm Mechanization Tools', 'Mulching Sheets', 'Uzhavan Mobile App']"
Black,111,37,133,6.6,34.6,34.5,246.6,High,Rainfed,6.3,Rabi,Sugarcane,28,Higher Secondary,483171,35,Dry,1,1,0,Medium,"['Drip Irrigation', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Drone Spraying']"
Clay,20,9,42,8.2,23.3,65.8,64.5,Medium,Canal,6.4,Kharif,Millets,57,No Formal,198435,22,Delta,0,1,1,Medium,"['Drone Spraying', 'Greenhouse / Polyhouse', 'Mulching Sheets']"
Alluvial,134,128,177,8.3,17.7,58.6,82.3,High,Borewell,3.6,Kharif,Millets,53,Postgraduate,915149,36,Dry,0,1,1,Medium,"['Greenhouse / Polyhouse', 'Drone Spraying', 'Drip Irrigation', 'Soil Moisture Sensor', 'Mulching Sheets', 'Uzhavan Mobile App', 'Farm Mechanization Tools']"
Sandy,79,99,106,5.3,29.8,84.1,273.2,Low,Borewell,19.8,Kharif,Millets,42,Degree,188414,4,Hilly,1,1,0,Medium,"['Farm Mechanization Tools', 'Soil Moisture Sensor', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Mulching Sheets']"
Alluvial,29,17,32,6.6,39.5,59.8,160.1,Medium,Borewell,19.0,Rabi,Millets,69,Higher Secondary,686994,10,Coastal,0,1,1,Medium,"['Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Drone Spraying', 'Drip Irrigation', 'Soil Testing Kit']"
Black,51,46,62,3.7,15.4,33.5,88.1,Medium,Canal,3.3,Rabi,Millets,54,Middle,265479,24,Coastal,0,0,1,Low,"['Soil Moisture Sensor', 'Farm Mechanization Tools']"
Sandy,59,102,20,8.8,19.5,81.8,118.1,Low,Rainfed,15.4,Rabi,Millets,60,Postgraduate,255044,40,Dry,1,0,1,High,"['Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drone Spraying', 'Drip Irrigation']"
Clay,64,125,150,3.7,19.4,92.8,261.7,Medium,Sprinkler,4.0,Rabi,Millets,32,High,142572,5,Coastal,0,1,1,Low,"['Drone Spraying', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse']"
Black,3,131,169,6.3,32.2,77.0,184.0,High,Drip,14.8,Rabi,Sugarcane,34,Postgraduate,221708,34,Dry,0,1,0,Medium,"['Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Drip Irrigation', 'Uzhavan Mobile App']"
Red,46,31,115,8.4,31.0,85.2,43.9,Medium,Sprinkler,19.4,Rabi,Millets,43,Degree,729295,37,Delta,0,1,1,Medium,"['Soil Moisture Sensor', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Drip Irrigation', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Farm Mechanization Tools']"
Sandy,1,81,164,8.9,25.9,46.5,292.6,Medium,Rainfed,14.4,Rabi,Millets,31,Higher Secondary,916688,49,Hilly,1,0,0,High,"['Farm Mechanization Tools', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Soil Moisture Sensor']"
Black,55,8,95,5.5,30.1,32.3,98.8,Low,Sprinkler,9.9,Kharif,Millets,34,High,963394,7,Coastal,1,0,0,Medium,"['Soil Moisture Sensor', 'Drone Spraying', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Weather Forecast Mobile App']"
Sandy,35,132,151,6.5,32.2,31.0,130.4,Medium,Canal,5.8,Kharif,Millets,74,High,530181,44,Delta,0,1,0,Medium,"['Drip Irrigation', 'Sprinkler Irrigation', 'Mulching Sheets', 'Uzhavan Mobile App']"
Alluvial,17,137,157,4.6,22.4,30.2,126.1,High,Drip,8.7,Kharif,Millets,57,Primary,248644,26,Dry,1,1,0,Medium,"['Farm Mechanization Tools', 'Sprinkler Irrigation', 'Drone Spraying']"
Sandy,69,25,21,8.1,21.2,62.0,211.8,Medium,Drip,6.3,Rabi,Millets,45,Degree,277619,1,Coastal,1,1,1,Medium,"['Uzhavan Mobile App', 'Drone Spraying', 'Mulching Sheets', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Sprinkler Irrigation']"
Black,135,144,182,6.2,28.6,46.4,26.4,High,Drip,14.8,Rabi,Sugarcane,66,Higher Secondary,394369,6,Delta,1,1,1,High,"['Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Uzhavan Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Alluvial,11,74,160,4.8,23.6,81.6,58.5,Medium,Sprinkler,12.0,Kharif,Millets,50,Postgraduate,227854,31,Delta,1,1,1,High,"['Soil Testing Kit', 'Drone Spraying', 'Drip Irrigation', 'Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Sprinkler Irrigation', 'Soil Moisture Sensor']"
Red,132,49,98,8.6,36.2,20.2,265.5,High,Borewell,10.0,Kharif,Millets,57,High,548940,38,Dry,1,1,1,High,"['Drone Spraying', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Soil Testing Kit']"
Red,59,8,68,3.5,36.9,62.2,92.5,Medium,Borewell,19.3,Kharif,Millets,57,Degree,80714,30,Delta,0,1,1,Medium,"['Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor']"
Sandy,1,139,96,8.1,31.6,67.9,82.1,Medium,Sprinkler,12.1,Rabi,Millets,34,High,443204,5,Dry,1,1,0,Medium,"['Greenhouse / Polyhouse', 'Mulching Sheets', 'Drip Irrigation', 'Drone Spraying', 'Soil Moisture Sensor']"
Sandy,89,57,187,8.4,35.0,65.4,182.2,High,Borewell,9.5,Rabi,Millets,22,Middle,122210,4,Delta,1,1,1,Medium,"['Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Mulching Sheets']"
Sandy,92,118,181,6.0,40.0,20.3,189.9,Low,Sprinkler,18.3,Rabi,Millets,32,No Formal,513047,19,Hilly,0,1,0,Low,"['Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Soil Testing Kit']"
Black,96,91,29,7.6,28.2,91.6,275.3,Low,Borewell,14.4,Rabi,Millets,56,Primary,333296,27,Coastal,0,1,0,Low,"['Drone Spraying', 'Weather Forecast Mobile App', 'Drip Irrigation']"
Clay,96,37,141,8.6,18.4,91.4,62.4,Medium,Canal,15.7,Rabi,Millets,36,Higher Secondary,386678,16,Dry,1,0,0,Medium,"['Drip Irrigation', 'Drone Spraying', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Greenhouse / Polyhouse']"
Alluvial,132,110,55,4.8,26.4,59.3,164.0,Medium,Borewell,11.3,Kharif,Millets,62,Higher Secondary,457814,7,Dry,0,1,0,Medium,"['Drip Irrigation', 'Weather Forecast Mobile App', 'Uzhavan Mobile App']"
Alluvial,135,11,173,3.9,29.3,31.1,121.7,High,Sprinkler,3.3,Rabi,Millets,29,Degree,181985,6,Coastal,0,1,1,Medium,"['Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Drip Irrigation', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse']"
Sandy,130,12,30,4.1,27.3,47.2,31.5,High,Borewell,14.1,Rabi,Millets,54,Postgraduate,91823,47,Coastal,1,0,1,Medium,"['Soil Testing Kit', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Drip Irrigation']"
Alluvial,41,22,56,3.6,26.9,76.7,176.4,High,Drip,14.0,Rabi,Millets,32,Primary,79552,16,Hilly,0,0,1,Low,"['Soil Testing Kit', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Uzhavan Mobile App']"
